customer_id,product_id,order_line,order_id,order-date,ship_date,ship_mode,Sales,Quantity,Discount,Profit,category,sub_category,product_name,customer_name,Segment,Age,Country,City,State,postal_code,Region
CC-12430,FUR-FU-10002191,6069,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,6.98,1,0.0,3.3504,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,Chuck Clark,Home Office,66,United States,Columbus,Indiana,47201,Central
CC-12430,TEC-MA-10003176,6070,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,343.2,1,0.2,38.61,Technology,Machines,Okidata B400 Printer,Chuck Clark,Home Office,66,United States,Columbus,Indiana,47201,Central
KD-16495,OFF-LA-10004093,6071,CA-2017-167542,2017-08-13,2017-08-20,Standard Class,17.544,3,0.2,5.9211,Office Supplies,Labels,Avery 486,Keith Dawkins,Corporate,68,United States,New York City,New York,10009,East
BG-11035,OFF-ST-10000025,6072,CA-2015-120901,2015-12-31,2016-01-04,Standard Class,152.688,2,0.2,-26.7204,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South
BG-11035,OFF-FA-10001561,6073,CA-2015-120901,2015-12-31,2016-01-04,Standard Class,3.488,2,0.2,0.5668,Office Supplies,Fasteners,Stockwell Push Pins,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South
BG-11035,OFF-SU-10001225,6074,CA-2015-120901,2015-12-31,2016-01-04,Standard Class,5.888,2,0.2,-1.3248,Office Supplies,Supplies,Staple remover,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South
FH-14365,OFF-BI-10001718,6075,CA-2017-121398,2017-12-25,2017-12-29,Standard Class,153.552,3,0.2,51.8238,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,Fred Hopkins,Corporate,49,United States,Philadelphia,Pennsylvania,19120,East
FH-14365,OFF-ST-10002756,6076,CA-2017-121398,2017-12-25,2017-12-29,Standard Class,270.62,2,0.0,2.7062,Office Supplies,Storage,Tennsco Stur-D-Stor Boltless Shelving  5 Shelves  24 Deep  Sand,Fred Hopkins,Corporate,49,United States,Philadelphia,Pennsylvania,19120,East
PG-18820,TEC-AC-10001432,6077,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,468.9,6,0.0,206.316,Technology,Accessories,Enermax Aurora Lite Keyboard,Patrick Gardner,Consumer,38,United States,San Francisco,California,94110,West
PG-18820,TEC-AC-10003399,6078,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,72.48,2,0.0,30.4416,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Patrick Gardner,Consumer,38,United States,San Francisco,California,94110,West
PG-18820,OFF-SU-10001574,6079,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,10.95,3,0.0,3.285,Office Supplies,Supplies,Acme Value Line Scissors,Patrick Gardner,Consumer,38,United States,San Francisco,California,94110,West
PG-18820,FUR-FU-10004864,6080,CA-2016-151561,2016-09-01,2016-09-07,Standard Class,191.82,3,0.0,61.3824,Furniture,Furnishings,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Patrick Gardner,Consumer,38,United States,San Francisco,California,94110,West
NZ-18565,OFF-ST-10001172,6081,CA-2017-154676,2017-08-05,2017-08-08,First Class,151.056,9,0.2,7.5528,Office Supplies,Storage,Tennsco Lockers  Sand,Nick Zandusky,Home Office,23,United States,Columbus,Ohio,43229,East
TB-21595,FUR-FU-10002396,6082,US-2014-165589,2014-02-18,2014-02-18,Same Day,25.16,5,0.6,-11.322,Furniture,Furnishings,DAX Copper Panel Document Frame  5 x 7 Size,Troy Blackwell,Consumer,50,United States,Columbus,Indiana,47201,Central
JE-15475,OFF-BI-10004040,6083,US-2016-132577,2016-11-22,2016-11-27,Standard Class,6.216,6,0.8,-9.6348,Office Supplies,Binders,Wilson Jones Impact Binders,Jeremy Ellison,Consumer,30,United States,Troy,New York,12180,East
JE-15475,OFF-AR-10003481,6084,US-2016-132577,2016-11-22,2016-11-27,Standard Class,23.616,9,0.2,2.6568,Office Supplies,Art,Newell 348,Jeremy Ellison,Consumer,30,United States,Troy,New York,12180,East
JE-15475,TEC-AC-10000387,6085,US-2016-132577,2016-11-22,2016-11-27,Standard Class,24.032,2,0.2,-0.6008,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,Jeremy Ellison,Consumer,30,United States,Troy,New York,12180,East
JE-15475,OFF-LA-10000262,6086,US-2016-132577,2016-11-22,2016-11-27,Standard Class,2.088,1,0.2,0.6786,Office Supplies,Labels,Avery 494,Jeremy Ellison,Consumer,30,United States,Troy,New York,12180,East
JE-15475,OFF-BI-10003196,6087,US-2016-132577,2016-11-22,2016-11-27,Standard Class,4.488,6,0.8,-6.732,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,Jeremy Ellison,Consumer,30,United States,Troy,New York,12180,East
EH-13945,FUR-FU-10004351,6088,CA-2015-114048,2015-12-14,2015-12-18,Standard Class,29.22,3,0.0,12.8568,Furniture,Furnishings,Staple-based wall hangings,Eric Hoffmann,Consumer,21,United States,Los Angeles,California,90049,West
BF-10975,OFF-PA-10001870,6089,CA-2015-137281,2015-06-13,2015-06-17,Standard Class,6.48,1,0.0,3.1104,Office Supplies,Paper,Xerox 202,Barbara Fisher,Corporate,47,United States,Charlotte,North Carolina,28205,South
PC-18745,OFF-BI-10002813,6090,US-2017-162068,2017-12-28,2017-12-31,Second Class,1.188,2,0.7,-0.99,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,Pamela Coakley,Corporate,25,United States,San Francisco,California,94122,West
SV-20365,FUR-CH-10003846,6091,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,272.646,3,0.1,18.1764,Furniture,Chairs,Hon Valutask Swivel Chairs,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,TEC-AC-10002647,6092,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,212.8,2,0.0,95.76,Technology,Accessories,Logitech Wireless Boombox Speaker - portable - wireless  wired,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,OFF-PA-10000807,6093,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,38.52,9,0.0,18.1044,Office Supplies,Paper,TOPS Important Message Pads  Canary  4-1/4 x 5-1/2  50 Sheets per Pad,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,TEC-AC-10001465,6094,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,72.64,2,0.0,21.792,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,OFF-ST-10000615,6095,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,45.4,4,0.0,12.712,Office Supplies,Storage,SimpliFile Personal File  Black Granite  15w x 6-15/16d x 11-1/4h,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,OFF-PA-10002713,6096,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,13.76,2,0.0,6.3296,Office Supplies,Paper,Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,FUR-CH-10003061,6097,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,80.991,1,0.1,8.0991,Furniture,Chairs,Global Leather Task Chair  Black,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,OFF-BI-10000343,6098,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,11.784,3,0.2,3.9771,Office Supplies,Binders,Pressboard Covers with Storage Hooks  9 1/2 x 11  Light Blue,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,OFF-FA-10000304,6099,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,4.36,2,0.0,1.7876,Office Supplies,Fasteners,Advantus Push Pins,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,FUR-CH-10004086,6100,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,2888.127,11,0.1,609.7157,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,TEC-PH-10002885,6101,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,1299.66,2,0.0,350.9082,Technology,Phones,Apple iPhone 5,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,FUR-CH-10001215,6102,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,2254.41,5,0.1,375.735,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,TEC-PH-10000215,6103,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,104.85,3,0.0,28.3095,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
SV-20365,TEC-AC-10001998,6104,CA-2017-100111,2017-09-20,2017-09-26,Standard Class,59.97,3,0.0,20.3898,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East
Dp-13240,FUR-TA-10002356,6105,US-2017-132381,2017-08-22,2017-08-24,First Class,314.532,2,0.4,-83.8752,Furniture,Tables,Bevis Boat-Shaped Conference Table,Dean percer,Home Office,64,United States,Murray,Utah,84107,West
HR-14830,OFF-AR-10002399,6106,CA-2015-147011,2015-06-18,2015-06-22,Standard Class,13.632,4,0.2,3.5784,Office Supplies,Art,Dixon Prang Watercolor Pencils  10-Color Set with Brush,Harold Ryan,Corporate,69,United States,Seattle,Washington,98103,West
WB-21850,OFF-AP-10001563,6107,CA-2014-120852,2014-12-20,2014-12-25,Standard Class,19.432,2,0.8,-49.5516,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134,East
WB-21850,TEC-AC-10004510,6108,CA-2014-120852,2014-12-20,2014-12-25,Standard Class,65.44,5,0.2,-8.18,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134,East
AS-10090,OFF-LA-10001982,6109,CA-2016-150007,2016-09-11,2016-09-16,Standard Class,6.0,2,0.2,2.1,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Adam Shillingsburg,Consumer,46,United States,Charlottesville,Virginia,22901,South
AS-10090,OFF-BI-10004141,6110,CA-2016-150007,2016-09-11,2016-09-16,Standard Class,1.908,3,0.8,-3.2436,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,Adam Shillingsburg,Consumer,46,United States,Charlottesville,Virginia,22901,South
SP-20920,FUR-CH-10004495,6111,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,1474.802,7,0.3,-21.0686,Furniture,Chairs,Global Leather and Oak Executive Chair  Black,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
SP-20920,OFF-AP-10002311,6112,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,110.096,2,0.2,33.0288,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
SP-20920,OFF-FA-10000585,6113,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,16.752,6,0.2,5.4444,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
SP-20920,FUR-CH-10000454,6114,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,1537.074,9,0.3,0.0,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
SP-20920,FUR-CH-10003746,6115,CA-2016-124590,2016-11-12,2016-11-16,Standard Class,449.372,2,0.3,-12.8392,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West
SP-20650,OFF-BI-10003291,6116,CA-2016-133802,2016-03-14,2016-03-20,Standard Class,41.904,6,0.2,14.1426,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,Stephanie Phelps,Corporate,18,United States,San Jose,California,95123,West
CM-12655,TEC-PH-10002114,6117,US-2016-113677,2016-11-13,2016-11-19,Standard Class,2279.96,4,0.0,592.7896,Technology,Phones,Xiaomi Mi3,Corinna Mitchell,Home Office,33,United States,Los Angeles,California,90008,West
CM-12655,OFF-LA-10001569,6118,US-2016-113677,2016-11-13,2016-11-19,Standard Class,14.94,3,0.0,6.8724,Office Supplies,Labels,Avery 499,Corinna Mitchell,Home Office,33,United States,Los Angeles,California,90008,West
JR-16210,TEC-PH-10001425,6119,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,191.976,3,0.2,19.1976,Technology,Phones,Mophie Juice Pack Helium for iPhone,Justin Ritter,Corporate,68,United States,Springfield,Ohio,45503,East
JR-16210,OFF-AR-10001915,6120,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,23.832,3,0.2,6.5538,Office Supplies,Art,Peel-Off China Markers,Justin Ritter,Corporate,68,United States,Springfield,Ohio,45503,East
JR-16210,FUR-FU-10004864,6121,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,409.216,8,0.2,61.3824,Furniture,Furnishings,Howard Miller 14-1/2 Diameter Chrome Round Wall Clock,Justin Ritter,Corporate,68,United States,Springfield,Ohio,45503,East
JR-16210,FUR-BO-10001972,6122,CA-2017-143378,2017-09-19,2017-09-25,Standard Class,72.588,2,0.7,-128.2388,Furniture,Bookcases,OSullivan 4-Shelf Bookcase in Odessa Pine,Justin Ritter,Corporate,68,United States,Springfield,Ohio,45503,East
CB-12415,OFF-ST-10000532,6123,CA-2017-152660,2017-12-04,2017-12-09,Standard Class,61.568,2,0.2,4.6176,Office Supplies,Storage,Advantus Rolling Drawer Organizers,Christy Brittain,Consumer,47,United States,Columbus,Ohio,43229,East
SD-20485,OFF-PA-10003883,6124,CA-2015-142139,2015-08-31,2015-09-05,Standard Class,20.96,4,0.2,6.812,Office Supplies,Paper,Message Book  Phone  Wirebound Standard Line Memo  2 3/4 X 5,Shirley Daniels,Home Office,70,United States,New Rochelle,New York,10801,East
SS-20140,TEC-AC-10003038,6125,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,44.75,5,0.0,8.5025,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,Saphhira Shifley,Corporate,33,United States,Warwick,Rhode Island,2886,East
SS-20140,OFF-PA-10001593,6126,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,11.96,2,0.0,5.382,Office Supplies,Paper,Xerox 1947,Saphhira Shifley,Corporate,33,United States,Warwick,Rhode Island,2886,East
SS-20140,OFF-BI-10002049,6127,CA-2017-145772,2017-06-03,2017-06-07,Standard Class,3.912,1,0.2,1.2714,Office Supplies,Binders,UniKeep View Case Binders,Saphhira Shifley,Corporate,33,United States,Warwick,Rhode Island,2886,East
EH-13990,FUR-CH-10003817,6128,CA-2016-124100,2016-03-31,2016-04-06,Standard Class,327.996,6,0.1,54.666,Furniture,Chairs,Global Value Steno Chair  Gray,Erica Hackney,Consumer,22,United States,Roswell,Georgia,30076,South
AH-10030,OFF-BI-10002353,6129,US-2014-158400,2014-10-25,2014-10-28,First Class,49.408,4,0.2,18.528,Office Supplies,Binders,GBC VeloBind Cover Sets,Aaron Hawkins,Corporate,60,United States,Philadelphia,Pennsylvania,19134,East
EM-14200,TEC-AC-10003116,6130,CA-2017-162033,2017-03-26,2017-04-02,Standard Class,53.25,3,0.0,20.7675,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,Evan Minnotte,Home Office,52,United States,Virginia Beach,Virginia,23464,South
EM-14200,OFF-FA-10003021,6131,CA-2017-162033,2017-03-26,2017-04-02,Standard Class,3.76,2,0.0,1.316,Office Supplies,Fasteners,Staples,Evan Minnotte,Home Office,52,United States,Virginia Beach,Virginia,23464,South
TB-21190,FUR-CH-10004477,6132,CA-2014-163447,2014-12-27,2014-12-31,Standard Class,767.214,14,0.1,161.9674,Furniture,Chairs,Global Push Button Managers Chair  Indigo,Thomas Brumley,Home Office,29,United States,Fayetteville,Arkansas,72701,South
AB-10165,OFF-PA-10001033,6133,CA-2017-145737,2017-09-15,2017-09-20,Standard Class,163.96,5,0.2,59.4355,Office Supplies,Paper,Xerox 1893,Alan Barnes,Consumer,22,United States,Los Angeles,California,90036,West
AO-10810,FUR-TA-10004152,6134,CA-2016-148096,2016-08-16,2016-08-19,First Class,161.28,2,0.2,12.096,Furniture,Tables,Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf,Anthony O'Donnell,Corporate,66,United States,Los Angeles,California,90045,West
TT-21220,OFF-AR-10002135,6135,CA-2016-146766,2016-11-04,2016-11-04,Same Day,192.8,4,0.0,55.912,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Thomas Thornton,Consumer,47,United States,Houston,Texas,77041,Central
KN-16705,TEC-AC-10000521,6136,CA-2015-105613,2015-10-18,2015-10-22,Standard Class,27.696,3,0.2,3.462,Technology,Accessories,Verbatim Slim CD and DVD Storage Cases  50/Pack,Kristina Nunn,Home Office,65,United States,Fort Collins,Colorado,80525,West
KN-16705,OFF-AP-10000026,6137,CA-2015-105613,2015-10-18,2015-10-22,Standard Class,73.164,6,0.8,-186.5682,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Kristina Nunn,Home Office,65,United States,Fort Collins,Colorado,80525,West
FO-14305,OFF-PA-10002986,6138,US-2016-142251,2016-10-31,2016-11-04,Second Class,32.064,6,0.2,11.2224,Office Supplies,Paper,Xerox 1898,Frank Olsen,Consumer,22,United States,New York City,New York,10035,East
GA-14725,FUR-BO-10001337,6139,CA-2014-131247,2014-03-30,2014-04-04,Standard Class,205.666,2,0.15,-12.098,Furniture,Bookcases,OSullivan Living Dimensions 2-Shelf Bookcases,Guy Armstrong,Consumer,32,United States,Lorain,Ohio,44052,East
NC-18415,OFF-ST-10000532,6140,US-2015-113593,2015-04-18,2015-04-20,First Class,115.44,3,0.0,30.0144,Office Supplies,Storage,Advantus Rolling Drawer Organizers,Nathan Cano,Consumer,29,United States,Jacksonville,North Carolina,28540,South
JF-15190,OFF-PA-10001497,6141,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,274.8,5,0.0,134.652,Office Supplies,Paper,Xerox 1914,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
JF-15190,OFF-ST-10002554,6142,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,195.64,4,0.0,3.9128,Office Supplies,Storage,Tennsco Industrial Shelving,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
JF-15190,TEC-PH-10001336,6143,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,257.98,2,0.0,74.8142,Technology,Phones,Digium D40 VoIP phone,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
JF-15190,OFF-AR-10002987,6144,CA-2017-121083,2017-07-09,2017-07-15,Standard Class,119.04,6,0.0,48.8064,Office Supplies,Art,Prismacolor Color Pencil Set,Jamie Frazer,Consumer,26,United States,Los Angeles,California,90008,West
GT-14710,OFF-PA-10000575,6145,CA-2017-151190,2017-06-27,2017-07-01,Standard Class,20.07,3,0.0,9.2322,Office Supplies,Paper,Wirebound Message Books  Four 2 3/4 x 5 White Forms per Page,Greg Tran,Consumer,67,United States,Houston,Texas,77070,Central
KM-16660,OFF-AR-10003394,6146,CA-2014-133543,2014-12-22,2014-12-26,Standard Class,11.76,4,0.0,3.1752,Office Supplies,Art,Newell 332,Khloe Miller,Consumer,57,United States,Roswell,Georgia,30076,South
PJ-18835,OFF-AR-10003394,6147,CA-2017-105130,2017-11-21,2017-11-25,Standard Class,11.76,4,0.0,3.1752,Office Supplies,Art,Newell 332,Patrick Jones,Corporate,19,United States,Murfreesboro,Tennessee,37130,South
PJ-18835,OFF-BI-10001191,6148,CA-2017-105130,2017-11-21,2017-11-25,Standard Class,40.736,2,0.2,14.7668,Office Supplies,Binders,Canvas Sectional Post Binders,Patrick Jones,Corporate,19,United States,Murfreesboro,Tennessee,37130,South
AC-10660,TEC-PH-10003484,6149,CA-2016-161928,2016-06-27,2016-06-29,Second Class,201.584,2,0.2,12.599,Technology,Phones,Ooma Telo VoIP Home Phone System,Anna Chung,Consumer,30,United States,Huntsville,Texas,77340,Central
JG-15310,FUR-CH-10003968,6150,CA-2017-101322,2017-12-28,2017-12-31,First Class,340.704,6,0.2,-34.0704,Furniture,Chairs,Novimex Turbo Task Chair,Jason Gross,Corporate,61,United States,Providence,Rhode Island,2908,East
RM-19375,FUR-BO-10001608,6151,US-2016-106600,2016-04-08,2016-04-11,First Class,354.9,5,0.0,88.725,Furniture,Bookcases,Hon Metal Bookcases  Black,Raymond Messe,Consumer,39,United States,Houston,Texas,77095,Central
EK-13795,FUR-BO-10004218,6152,CA-2014-111871,2014-03-18,2014-03-21,Second Class,1198.33,10,0.15,70.49,Furniture,Bookcases,Bush Heritage Pine Collection 5-Shelf Bookcase  Albany Pine Finish  *Special Order,Eileen Kiefer,Home Office,25,United States,Santa Ana,California,92704,West
RD-19585,OFF-ST-10002485,6153,CA-2017-139437,2017-07-03,2017-07-08,Standard Class,87.92,4,0.0,0.8792,Office Supplies,Storage,Rogers Deluxe File Chest,Rob Dowd,Consumer,60,United States,Henderson,Kentucky,42420,South
CV-12805,FUR-FU-10001876,6154,CA-2017-151484,2017-04-20,2017-04-23,First Class,51.968,2,0.2,10.3936,Furniture,Furnishings,Computer Room Manger  14,Cynthia Voltz,Corporate,55,United States,New York City,New York,10035,East
CV-12805,OFF-ST-10002370,6155,CA-2017-151484,2017-04-20,2017-04-23,First Class,51.336,3,0.2,5.7753,Office Supplies,Storage,Sortfiler Multipurpose Personal File Organizer  Black,Cynthia Voltz,Corporate,55,United States,New York City,New York,10035,East
CV-12805,OFF-ST-10000142,6156,CA-2017-151484,2017-04-20,2017-04-23,First Class,332.704,1,0.2,33.2704,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,Cynthia Voltz,Corporate,55,United States,New York City,New York,10035,East
CV-12805,FUR-FU-10004671,6157,CA-2017-151484,2017-04-20,2017-04-23,First Class,42.408,3,0.2,9.5418,Furniture,Furnishings,Executive Impressions 12 Wall Clock,Cynthia Voltz,Corporate,55,United States,New York City,New York,10035,East
AG-10330,OFF-EN-10002504,6158,CA-2016-104150,2016-08-03,2016-08-05,Second Class,81.54,3,0.0,38.3238,Office Supplies,Envelopes,Tyvek  Top-Opening Peel & Seel Envelopes  Plain White,Alex Grayson,Consumer,51,United States,Stockton,California,95207,West
AG-10330,TEC-AC-10004803,6159,CA-2016-104150,2016-08-03,2016-08-05,Second Class,167.28,12,0.0,23.4192,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Alex Grayson,Consumer,51,United States,Stockton,California,95207,West
GM-14440,OFF-ST-10001932,6160,CA-2016-161025,2016-12-03,2016-12-09,Standard Class,772.68,4,0.0,108.1752,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,Gary McGarr,Consumer,19,United States,San Francisco,California,94122,West
MC-17605,TEC-PH-10004667,6161,CA-2014-103989,2014-03-19,2014-03-21,First Class,323.976,3,0.2,28.3479,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
MC-17605,OFF-LA-10000443,6162,CA-2014-103989,2014-03-19,2014-03-21,First Class,11.808,4,0.2,3.9852,Office Supplies,Labels,Avery 501,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
MC-17605,OFF-ST-10000918,6163,CA-2014-103989,2014-03-19,2014-03-21,First Class,26.16,3,0.2,1.962,Office Supplies,Storage,Crate-A-Files,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
MC-17605,OFF-BI-10001196,6164,CA-2014-103989,2014-03-19,2014-03-21,First Class,33.57,5,0.7,-25.737,Office Supplies,Binders,Avery Flip-Chart Easel Binder  Black,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
MC-17605,FUR-FU-10003981,6165,CA-2014-103989,2014-03-19,2014-03-21,First Class,4.992,3,0.2,1.3728,Furniture,Furnishings,Eldon Wave Desk Accessories,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
MC-17605,FUR-FU-10002508,6166,CA-2014-103989,2014-03-19,2014-03-21,First Class,20.016,3,0.2,5.5044,Furniture,Furnishings,Document Clip Frames,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
MC-17605,TEC-AC-10002647,6167,CA-2014-103989,2014-03-19,2014-03-21,First Class,170.24,2,0.2,53.2,Technology,Accessories,Logitech Wireless Boombox Speaker - portable - wireless  wired,Matt Connell,Corporate,49,United States,Detroit,Michigan,48234,Central
ES-14020,OFF-PA-10002377,6168,CA-2015-142433,2015-04-20,2015-04-25,Standard Class,117.456,3,0.2,44.046,Office Supplies,Paper,Xerox 1916,Erica Smith,Consumer,47,United States,San Francisco,California,94110,West
RW-19540,OFF-PA-10004530,6169,CA-2015-132815,2015-09-19,2015-09-22,Second Class,22.96,2,0.0,11.2504,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,Rick Wilson,Corporate,52,United States,Mesa,Arizona,85204,West
MM-17920,OFF-PA-10002986,6170,CA-2014-101266,2014-08-27,2014-08-30,Second Class,13.36,2,0.0,6.4128,Office Supplies,Paper,Xerox 1898,Michael Moore,Consumer,41,United States,San Francisco,California,94110,West
MH-17440,OFF-BI-10000948,6171,CA-2016-141523,2016-12-19,2016-12-24,Second Class,34.248,3,0.2,11.5587,Office Supplies,Binders,GBC Laser Imprintable Binding System Covers  Desert Sand,Mark Haberlin,Corporate,47,United States,New York City,New York,10035,East
MH-17440,OFF-AR-10001545,6172,CA-2016-141523,2016-12-19,2016-12-24,Second Class,3.52,2,0.0,1.0208,Office Supplies,Art,Newell 326,Mark Haberlin,Corporate,47,United States,New York City,New York,10035,East
NZ-18565,OFF-BI-10001758,6173,US-2014-106299,2014-08-02,2014-08-08,Standard Class,26.7,5,0.0,12.549,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Nick Zandusky,Home Office,23,United States,Columbus,Ohio,43229,East
NZ-18565,TEC-AC-10003237,6174,US-2014-106299,2014-08-02,2014-08-08,Standard Class,21.2,2,0.0,9.116,Technology,Accessories,Memorex Micro Travel Drive 4 GB,Nick Zandusky,Home Office,23,United States,Columbus,Ohio,43229,East
NZ-18565,OFF-ST-10002011,6175,US-2014-106299,2014-08-02,2014-08-08,Standard Class,838.38,2,0.0,226.3626,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,Nick Zandusky,Home Office,23,United States,Columbus,Ohio,43229,East
GB-14575,FUR-CH-10000309,6176,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,1690.04,4,0.0,422.51,Furniture,Chairs,Global Comet Stacking Arm Chair,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East
GB-14575,OFF-ST-10002444,6177,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,85.96,7,0.0,24.0688,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,Giulietta Baptist,Consumer,50,United States,Philadelphia,Pennsylvania,19134,East
